,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0,32226.0,17133.0,17708.0,16122.0,34709.0,15744.0,15143.0,17769.0,15582.0,17244.0,16236.0,14677.0,12165.0,14367.0,14025.0,12905.0,15523.0,15721.0,16648.0,14704.0,15987.0,14172.0,17562.0,12709.0,17747.0,15287.0,14561.0,15263.0,15642.0,16054.0,14152.0,18567.0,16501.0,19166.0,24707.0,18191.0,17390.0,17329.0,19514.0,16830.0,19475.0,21055.0,15726.0,19462.0,17653.0,13840.0,19920.0,17273.0,15653.0,17277.0,19556.0,18142.0,19254.0,18661.0,21659.0,15730.0,16542.0,16105.0,15297.0,16621.0,14345.0,13725.0,13863.0,14799.0,14635.0,13946.0,12778.0,13849.0,15754.0,13988.0,12460.0,12488.0,19249.0,15582.0,16357.0,15625.0,19774.0,16159.0,16184.0,17792.0,15521.0,11600.0,15361.0,12234.0,18502.0,14827.0,15042.0,13784.0,17599.0,14220.0,13590.0,18024.0,14774.0,12313.0,16420.0,21623.0
1,27766.0,12123.0,13608.0,12206.0,33856.0,13212.0,13265.0,13342.0,12871.0,16275.0,15603.0,11890.0,11017.0,11623.0,11705.0,11133.0,14114.0,14425.0,15789.0,12065.0,13097.0,11557.0,15508.0,10291.0,16635.0,13437.0,11664.0,15200.0,12908.0,13868.0,11347.0,14052.0,12458.0,16214.0,21965.0,13901.0,11458.0,11420.0,14880.0,11620.0,13678.0,15601.0,11089.0,14771.0,12254.0,11180.0,15587.0,13075.0,11257.0,11779.0,13801.0,12163.0,12740.0,11657.0,13463.0,10474.0,10327.0,13927.0,11200.0,12704.0,11025.0,8901.0,10854.0,9324.0,10323.0,10226.0,9199.0,10285.0,13533.0,10893.0,10179.0,10423.0,14418.0,9871.0,9752.0,10631.0,13534.0,10573.0,13871.0,13863.0,11463.0,8725.0,10840.0,10318.0,13845.0,10655.0,9231.0,10131.0,11857.0,11066.0,9978.0,12089.0,10988.0,9786.0,10854.0,14067.0
2,32653.0,12696.0,13771.0,11619.0,40049.0,12592.0,14546.0,13467.0,12407.0,17270.0,16183.0,11310.0,12901.0,11602.0,12559.0,10727.0,14316.0,16190.0,19079.0,11731.0,13694.0,11332.0,15970.0,10099.0,18896.0,16978.0,12193.0,23084.0,15528.0,18821.0,12455.0,15842.0,12152.0,17553.0,25352.0,13703.0,12212.0,11819.0,17334.0,12666.0,15186.0,17965.0,11946.0,15346.0,12537.0,10669.0,16018.0,13304.0,11439.0,11968.0,14194.0,12405.0,12946.0,13215.0,15328.0,11404.0,10827.0,17373.0,10975.0,12753.0,10781.0,8872.0,11225.0,8669.0,10270.0,9030.0,9348.0,11838.0,15081.0,10403.0,9577.0,10214.0,16482.0,10068.0,9967.0,10542.0,14582.0,10752.0,14641.0,13051.0,10658.0,8800.0,10318.0,11385.0,15320.0,10401.0,9106.0,9636.0,12056.0,15531.0,10250.0,12435.0,9807.0,10368.0,10679.0,14599.0
3,37220.0,13122.0,14643.0,12154.0,47090.0,13605.0,16334.0,14277.0,13163.0,18590.0,17690.0,11406.0,16524.0,12056.0,13252.0,11762.0,16078.0,19537.0,24120.0,12688.0,14731.0,11301.0,16974.0,9945.0,21873.0,21665.0,13276.0,34303.0,18654.0,23327.0,13627.0,17811.0,13003.0,18065.0,28681.0,12494.0,12701.0,12087.0,20196.0,13385.0,16816.0,20596.0,12904.0,16691.0,13790.0,10685.0,16161.0,12315.0,11864.0,12060.0,15248.0,13390.0,14038.0,14648.0,16785.0,12483.0,11870.0,19547.0,11370.0,13475.0,10935.0,8917.0,12027.0,8455.0,10696.0,9196.0,9400.0,12942.0,16703.0,10930.0,10033.0,10386.0,18770.0,10038.0,10074.0,10622.0,15998.0,11357.0,14309.0,13073.0,11558.0,10111.0,10838.0,11606.0,15430.0,10091.0,9198.0,9871.0,12294.0,21905.0,9991.0,13357.0,9389.0,11247.0,9909.0,14752.0
4,41828.0,13604.0,15333.0,12581.0,53240.0,14043.0,17522.0,15192.0,13832.0,19730.0,18305.0,11125.0,18624.0,12547.0,13898.0,12343.0,17027.0,21630.0,28948.0,13036.0,15927.0,11143.0,17463.0,9898.0,22862.0,23653.0,14220.0,43653.0,19630.0,25997.0,14104.0,19005.0,13535.0,18896.0,31501.0,12268.0,13154.0,12296.0,22703.0,13411.0,17412.0,22160.0,12988.0,17927.0,14242.0,11590.0,17328.0,11895.0,11666.0,12010.0,17546.0,15414.0,15398.0,16066.0,17292.0,12773.0,12170.0,21895.0,10684.0,12044.0,10599.0,9155.0,12893.0,8166.0,10739.0,8773.0,9410.0,14317.0,17356.0,11014.0,9235.0,9267.0,19333.0,9548.0,9926.0,10601.0,16380.0,11531.0,13215.0,12110.0,11752.0,10561.0,11077.0,11380.0,16458.0,10131.0,9371.0,9908.0,12415.0,25907.0,9556.0,13414.0,8728.0,11371.0,9633.0,15126.0
5,44385.0,13873.0,15586.0,12933.0,57439.0,14435.0,18000.0,15821.0,13759.0,20050.0,18954.0,11005.0,19532.0,12652.0,14282.0,13104.0,17768.0,23578.0,35244.0,13356.0,16648.0,11334.0,18711.0,10020.0,25164.0,25957.0,14884.0,57161.0,21306.0,29289.0,15282.0,20031.0,14751.0,20726.0,36215.0,12444.0,13774.0,12647.0,24986.0,13848.0,18170.0,23384.0,13155.0,18327.0,15254.0,12112.0,19669.0,12891.0,12329.0,12924.0,19072.0,16554.0,15768.0,16699.0,17446.0,13190.0,12573.0,25462.0,11576.0,13603.0,11034.0,9170.0,13723.0,8400.0,10855.0,8560.0,10061.0,15265.0,18867.0,11216.0,9981.0,9965.0,21050.0,9766.0,10257.0,10451.0,17200.0,12007.0,12413.0,12250.0,12059.0,11452.0,11374.0,11897.0,16891.0,9812.0,9436.0,10195.0,12656.0,31351.0,9918.0,14086.0,8759.0,10497.0,9697.0,15253.0
6,47990.0,14432.0,16349.0,13409.0,61418.0,14581.0,18492.0,16422.0,13914.0,20122.0,18971.0,10638.0,20516.0,13600.0,15283.0,13839.0,19028.0,25225.0,39298.0,13681.0,17393.0,11434.0,19449.0,9902.0,27181.0,29300.0,15836.0,-1.0,21909.0,30778.0,15725.0,20573.0,14824.0,21677.0,38741.0,12221.0,14569.0,12882.0,27369.0,13688.0,18566.0,24869.0,13099.0,18527.0,15687.0,12366.0,20330.0,12019.0,12748.0,13738.0,20075.0,17126.0,16587.0,17875.0,17629.0,13871.0,13038.0,27006.0,11157.0,12646.0,11379.0,9402.0,13999.0,8254.0,11212.0,8530.0,10827.0,16928.0,19368.0,11268.0,9637.0,9389.0,22758.0,9918.0,10482.0,10770.0,18265.0,12395.0,12302.0,12219.0,12202.0,11382.0,11521.0,11991.0,17070.0,9602.0,9651.0,10210.0,12943.0,35500.0,10042.0,14780.0,8898.0,10145.0,9754.0,15640.0
7,49761.0,14629.0,16511.0,13535.0,63456.0,14646.0,18608.0,16678.0,14315.0,20629.0,19570.0,10731.0,20904.0,13706.0,15594.0,13967.0,19391.0,25544.0,41777.0,13911.0,18123.0,11660.0,19917.0,9946.0,28580.0,32229.0,15991.0,-1.0,22170.0,31071.0,15669.0,20518.0,15016.0,21699.0,40950.0,12242.0,15314.0,13237.0,28885.0,13769.0,18216.0,24104.0,12570.0,18090.0,15796.0,12764.0,21704.0,12231.0,13497.0,14172.0,20384.0,17141.0,16509.0,17461.0,16655.0,13478.0,13050.0,30515.0,11772.0,13573.0,11882.0,9737.0,14495.0,8538.0,11674.0,8049.0,11120.0,17996.0,20347.0,11805.0,10230.0,10077.0,23689.0,10034.0,10876.0,11162.0,19619.0,12947.0,12196.0,12174.0,12812.0,12368.0,12256.0,12418.0,17380.0,9726.0,9804.0,10636.0,13404.0,39402.0,10226.0,15654.0,9084.0,10053.0,10071.0,16051.0
8,51333.0,14539.0,16589.0,13656.0,-1.0,14745.0,18780.0,17211.0,14762.0,20978.0,20305.0,10667.0,21494.0,13809.0,15939.0,13859.0,19938.0,25324.0,42001.0,13479.0,17951.0,11768.0,20967.0,9966.0,29461.0,33896.0,15797.0,-1.0,21557.0,31020.0,15242.0,20015.0,14408.0,21776.0,44174.0,11988.0,15251.0,12656.0,28426.0,12930.0,17172.0,23304.0,12119.0,17520.0,15300.0,12706.0,22350.0,12086.0,13593.0,13783.0,19227.0,16145.0,15499.0,16657.0,16082.0,13088.0,12585.0,31886.0,11886.0,13794.0,12023.0,9642.0,14030.0,9055.0,11632.0,7883.0,11081.0,18834.0,20669.0,11913.0,10176.0,9765.0,24863.0,10360.0,10971.0,11421.0,20406.0,13389.0,12361.0,12473.0,13054.0,12762.0,12465.0,11849.0,18153.0,9756.0,9940.0,11013.0,13809.0,42696.0,10307.0,16049.0,9462.0,10201.0,10605.0,16657.0
9,51411.0,14525.0,16422.0,13533.0,-1.0,14449.0,18162.0,17014.0,14782.0,20943.0,20476.0,10562.0,21588.0,13219.0,15558.0,13257.0,19494.0,24322.0,40931.0,12723.0,17039.0,11725.0,20814.0,9745.0,30603.0,33799.0,15174.0,-1.0,20475.0,29838.0,14545.0,18843.0,13518.0,20606.0,45229.0,11900.0,14941.0,12092.0,28025.0,12491.0,16508.0,22250.0,11611.0,16473.0,14354.0,12139.0,22776.0,11826.0,13497.0,13034.0,18321.0,15718.0,14791.0,16026.0,16018.0,12594.0,12284.0,32911.0,11888.0,13345.0,11863.0,9461.0,13772.0,9708.0,11496.0,8205.0,10651.0,19023.0,20937.0,12020.0,10240.0,9665.0,25219.0,10335.0,10901.0,11425.0,21019.0,13769.0,12616.0,12812.0,13297.0,13060.0,12490.0,12099.0,18106.0,9818.0,10112.0,11207.0,13836.0,45741.0,10236.0,16389.0,9747.0,10168.0,10851.0,17031.0
