,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0,0.33808,0.32708,0.30273,0.31748,0.34201,0.32162,0.32418,0.34456,0.27325,0.31104,0.34982,0.36291,0.36695,0.31957,0.31956,0.29481,0.3306,0.26892,0.27847,0.25575,0.25235,0.2436,0.2193,0.12716,0.34027,0.35244,0.24294,0.26492,0.21232,0.24977,0.24279,0.27155,0.24723,0.24992,0.2649,0.35943,0.31912,0.35556,0.36538,0.21281,0.36138,0.19975,0.3472,0.34841,0.3528,0.28269,0.35885,0.36223,0.31755,0.29078,0.25412,0.30499,0.32587,0.27296,0.24693,0.25922,0.25041,0.23884,0.2539,0.3345,0.26332,0.2503,0.21011,0.24447,0.31743,0.29978,0.34333,0.31081,0.35214,0.28373,0.3815,0.25996,0.35688,0.35325,0.28128,0.33637,0.28513,0.2162,0.23032,0.28197,0.23878,0.23821,0.27073,0.30813,0.38336,0.38895,0.35131,0.35145,0.31879,0.36546,0.24831,0.38876,0.38266,0.26256,0.37419,0.41486
1,0.39115,0.38432,0.37283,0.37873,0.39617,0.3853,0.37735,0.3957,0.34446,0.38204,0.40524,0.40888,0.41561,0.38426,0.39166,0.37094,0.39224,0.34069,0.35031,0.32465,0.32271,0.31608,0.27629,0.12981,0.40068,0.40667,0.32053,0.34028,0.27979,0.32513,0.31994,0.34422,0.32187,0.32565,0.346,0.41354,0.38613,0.40503,0.41308,0.26999,0.40886,0.25152,0.39568,0.40079,0.40617,0.35815,0.41227,0.41281,0.3784,0.36875,0.33448,0.37699,0.39159,0.34851,0.3205,0.33372,0.32552,0.31326,0.32768,0.39605,0.33955,0.32602,0.27448,0.31815,0.3834,0.37791,0.40509,0.37662,0.41294,0.3634,0.43469,0.32841,0.41371,0.42705,0.36434,0.40827,0.36626,0.29473,0.31328,0.36757,0.32673,0.31705,0.34941,0.37598,0.43061,0.44544,0.42582,0.41379,0.39652,0.43188,0.32799,0.44391,0.43547,0.3389,0.42637,0.44819
2,0.4306,0.42228,0.4124,0.41307,0.42407,0.4184,0.40879,0.42376,0.39411,0.42172,0.43674,0.43659,0.44586,0.42361,0.43442,0.42203,0.43322,0.39427,0.39912,0.38226,0.3807,0.37794,0.34056,0.12953,0.44045,0.44717,0.3851,0.39842,0.34932,0.38073,0.38825,0.39786,0.38696,0.38973,0.40214,0.45162,0.42315,0.43695,0.44583,0.33864,0.4454,0.31326,0.43234,0.43565,0.43969,0.40787,0.44151,0.44506,0.42033,0.4162,0.39368,0.41652,0.42681,0.39387,0.38168,0.3848,0.38196,0.38218,0.38567,0.43244,0.38467,0.37989,0.33705,0.36971,0.42024,0.41847,0.43941,0.40961,0.44431,0.40197,0.45428,0.37401,0.44077,0.4442,0.3977,0.42833,0.39967,0.35018,0.3671,0.40757,0.3808,0.37537,0.3926,0.4086,0.45884,0.46921,0.44484,0.44171,0.43564,0.45508,0.38505,0.46255,0.46565,0.38782,0.44714,0.4738
3,0.46535,0.45552,0.45245,0.44869,0.46514,0.45986,0.45029,0.46411,0.43622,0.45839,0.4772,0.47651,0.48527,0.46656,0.47554,0.45932,0.47361,0.43568,0.44302,0.42607,0.42408,0.42408,0.40115,0.13007,0.48043,0.48868,0.43127,0.44243,0.40259,0.42788,0.43077,0.44248,0.43577,0.43249,0.44296,0.4926,0.46171,0.47931,0.49009,0.3987,0.49055,0.38331,0.48191,0.48928,0.49336,0.45528,0.48003,0.48896,0.45531,0.45442,0.43201,0.46039,0.47096,0.4396,0.42739,0.42801,0.43085,0.43656,0.43284,0.47324,0.43247,0.43073,0.39707,0.41979,0.47324,0.46782,0.49152,0.46635,0.50003,0.46046,0.50714,0.42276,0.49171,0.49233,0.4356,0.48282,0.44147,0.39448,0.4162,0.45494,0.4474,0.43007,0.44334,0.45843,0.50506,0.51799,0.49287,0.48427,0.48397,0.49925,0.4384,0.51963,0.51769,0.44416,0.50995,0.52897
4,0.50922,0.49841,0.49195,0.48439,0.50047,0.49204,0.48167,0.49537,0.46764,0.49021,0.51052,0.50936,0.51805,0.50375,0.51237,0.50155,0.50999,0.4749,0.47593,0.46113,0.45794,0.4634,0.44521,0.12992,0.51655,0.52328,0.46849,0.47976,0.43982,0.46934,0.46487,0.47339,0.47051,0.47579,0.49012,0.53523,0.49709,0.51439,0.52391,0.43882,0.52601,0.42068,0.51213,0.51469,0.51832,0.49073,0.53227,0.52691,0.49428,0.49641,0.46899,0.4978,0.50621,0.47497,0.46083,0.4619,0.46144,0.46592,0.46563,0.51031,0.46281,0.46159,0.43051,0.45784,0.51396,0.51005,0.52909,0.51068,0.54525,0.50308,0.55419,0.46417,0.51782,0.52694,0.47521,0.52841,0.48405,0.43233,0.44814,0.48912,0.50393,0.46263,0.47943,0.49409,0.54098,0.55941,0.53786,0.5318,0.52995,0.55467,0.47624,0.55729,0.557,0.50503,0.55055,0.56566
5,0.53829,0.5259,0.52817,0.52179,0.53762,0.53348,0.5248,0.53519,0.50763,0.5337,0.55543,0.54671,0.55264,0.54047,0.54825,0.5324,0.54365,0.50152,0.51254,0.50018,0.49947,0.49407,0.47781,0.13015,0.5515,0.5573,0.50133,0.51044,0.46818,0.49962,0.49689,0.50326,0.50206,0.51072,0.51952,0.56234,0.53254,0.55174,0.55736,0.47405,0.56159,0.45829,0.5529,0.55271,0.5591,0.53083,0.55819,0.55684,0.53365,0.53902,0.50903,0.54183,0.54919,0.51584,0.50186,0.50685,0.50077,0.50643,0.50391,0.54174,0.50489,0.50074,0.47452,0.48965,0.54838,0.55007,0.56406,0.54841,0.57748,0.53702,0.58648,0.50039,0.55423,0.56003,0.50145,0.55781,0.51395,0.4646,0.48587,0.52798,0.55284,0.50603,0.51182,0.52538,0.57336,0.59067,0.575,0.56414,0.56167,0.58567,0.51346,0.59008,0.59733,0.56513,0.58994,0.60137
6,0.57583,0.56422,0.56746,0.56112,0.57396,0.56643,0.55653,0.56685,0.53799,0.56933,0.59041,0.58176,0.58443,0.57926,0.59193,0.57963,0.5873,0.53836,0.55185,0.53549,0.53659,0.53197,0.51531,0.13067,0.5907,0.59626,0.54152,0.55049,0.5077,0.5421,0.53312,0.54308,0.54492,0.55359,0.55926,0.60177,0.57047,0.58714,0.59312,0.52049,0.60492,0.49915,0.5953,0.5912,0.59748,0.5748,0.59585,0.59494,0.56636,0.57106,0.54153,0.57522,0.58066,0.55102,0.53951,0.54929,0.54405,0.55325,0.55043,0.58264,0.53581,0.53673,0.51711,0.53002,0.59279,0.59896,0.60969,0.59627,0.62053,0.58179,0.62407,0.54065,0.59293,0.59824,0.54547,0.60028,0.55487,0.50842,0.52403,0.56556,0.60268,0.54538,0.55229,0.56731,0.60883,0.63206,0.618,0.60743,0.60591,0.63135,0.55623,0.62996,0.641,0.62291,0.64397,0.64976
7,0.60892,0.59631,0.60143,0.59017,0.60488,0.59902,0.59022,0.6008,0.57452,0.60221,0.62283,0.61617,0.61556,0.6117,0.62298,0.60497,0.61274,0.56953,0.58243,0.56805,0.57222,0.57166,0.55489,0.13129,0.6251,0.62689,0.57688,0.58626,0.54751,0.58451,0.56929,0.57526,0.57735,0.58998,0.59294,0.6308,0.60884,0.62632,0.63103,0.55961,0.63715,0.53467,0.6272,0.62794,0.63657,0.61403,0.62691,0.63097,0.60776,0.6235,0.59285,0.61862,0.61868,0.59253,0.58029,0.58551,0.58151,0.58154,0.57428,0.61889,0.5743,0.57432,0.55732,0.56405,0.62559,0.6335,0.64247,0.62913,0.65566,0.62026,0.65666,0.58373,0.62057,0.62345,0.5754,0.62021,0.58034,0.53205,0.5558,0.60002,0.63536,0.58765,0.58108,0.59503,0.64009,0.6611,0.64683,0.64244,0.64498,0.66672,0.59445,0.66485,0.67447,0.66149,0.67269,0.67651
8,0.64414,0.6298,0.63168,0.62106,0.63084,0.63209,0.62208,0.63476,0.61244,0.63617,0.65853,0.64974,0.64642,0.64729,0.66214,0.6455,0.65392,0.60997,0.62081,0.60659,0.60628,0.60572,0.58574,0.13097,0.65387,0.65983,0.61376,0.6161,0.587,0.61832,0.60155,0.60524,0.61318,0.6215,0.62721,0.66535,0.62892,0.64276,0.6457,0.58138,0.65697,0.56444,0.65099,0.6536,0.66258,0.64343,0.65836,0.66187,0.62683,0.64304,0.61272,0.63952,0.63941,0.61482,0.60563,0.61578,0.61498,0.62792,0.61265,0.64875,0.61349,0.6159,0.60197,0.60699,0.6618,0.66535,0.67428,0.66692,0.68857,0.65554,0.68462,0.62746,0.66191,0.6635,0.61751,0.65612,0.61026,0.56369,0.5861,0.62939,0.66275,0.61824,0.61795,0.63137,0.66623,0.68948,0.67893,0.66923,0.67523,0.69486,0.63697,0.69145,0.70453,0.70238,0.7034,0.71009
9,0.67353,0.65915,0.66728,0.65386,0.6635,0.66215,0.65372,0.66248,0.64116,0.66354,0.68374,0.67314,0.67969,0.68112,0.69814,0.67578,0.67708,0.63493,0.64621,0.63879,0.6372,0.63816,0.61933,0.1301,0.6822,0.68493,0.64677,0.65246,0.63331,0.66205,0.64289,0.63867,0.64819,0.64948,0.65833,0.69128,0.65777,0.67231,0.67357,0.61897,0.69164,0.60416,0.68732,0.68931,0.69568,0.67119,0.68807,0.68731,0.6594,0.67456,0.65218,0.67733,0.68028,0.65674,0.64256,0.65562,0.64962,0.65304,0.64687,0.66921,0.63051,0.63322,0.63892,0.63956,0.69318,0.69763,0.70718,0.71327,0.7227,0.6897,0.71351,0.66501,0.68409,0.68239,0.64072,0.67856,0.6424,0.60277,0.6237,0.66066,0.69255,0.64624,0.64082,0.65613,0.68898,0.71057,0.69967,0.69207,0.69888,0.71565,0.66069,0.71916,0.73618,0.7387,0.73745,0.73909
