,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0,0.39545,0.36047,0.35834,0.37748,0.37683,0.27244,0.35187,0.35348,0.31975,0.34059,0.35363,0.38788,0.40998,0.36134,0.36017,0.32084,0.32418,0.35216,0.32685,0.35784,0.34874,0.30892,0.38001,0.13039,0.33688,0.36211,0.32018,0.29453,0.22619,0.21629,0.24203,0.23119,0.25587,0.28378,0.36186,0.37524,0.37297,0.35135,0.35982,0.3682,0.30619,0.33371,0.37296,0.37605,0.34805,0.2633,0.26525,0.31746,0.26839,0.24846,0.2742,0.24817,0.25221,0.27982,0.27737,0.3079,0.31606,0.26371,0.24257,0.27023,0.46336,0.33496,0.33379,0.35134,0.28669,0.2835,0.31723,0.31664,0.29353,0.34426,0.3998,0.39812,0.40279,0.66079,0.31067,0.25061,0.22535,0.30989,0.26341,0.28835,0.26702,0.27062,0.23613,0.29585,0.10457,0.10056,0.1027,0.10343,0.10369,0.10111,0.10289,0.10212,0.10148,0.10597,0.1079,0.10498
1,0.43229,0.40155,0.39973,0.42072,0.42001,0.34249,0.40341,0.40196,0.38526,0.39537,0.40104,0.42599,0.444,0.41086,0.4189,0.39214,0.40455,0.41368,0.40201,0.41263,0.40885,0.38772,0.42823,0.13297,0.39986,0.40942,0.38714,0.34855,0.29961,0.28998,0.30999,0.30604,0.32369,0.35539,0.41708,0.4209,0.42051,0.40621,0.41603,0.42832,0.38699,0.40866,0.43497,0.43703,0.41677,0.34414,0.34522,0.37785,0.34345,0.32537,0.3519,0.32386,0.33193,0.36004,0.36198,0.38018,0.39491,0.34236,0.31737,0.33695,0.53442,0.39077,0.41318,0.40752,0.36362,0.36337,0.38966,0.39483,0.37646,0.41167,0.43914,0.43778,0.47615,0.74366,0.38703,0.32194,0.29504,0.37745,0.34471,0.37267,0.34674,0.35451,0.30837,0.36514,0.10507,0.10048,0.10288,0.10313,0.10279,0.10076,0.10249,0.10187,0.10136,0.10555,0.10756,0.10488
2,0.47259,0.43891,0.43792,0.45991,0.4622,0.39588,0.43647,0.43263,0.42689,0.43432,0.43831,0.46227,0.48602,0.44961,0.45417,0.43047,0.44221,0.44663,0.44345,0.4456,0.4459,0.43247,0.45909,0.13131,0.43525,0.44735,0.43155,0.38494,0.36857,0.35979,0.37804,0.36879,0.38339,0.40325,0.44573,0.45273,0.45304,0.43633,0.44556,0.45663,0.42622,0.44492,0.46251,0.4607,0.44799,0.39441,0.39872,0.41729,0.39015,0.38092,0.39939,0.37858,0.38529,0.41088,0.41387,0.42111,0.43874,0.39335,0.37591,0.38583,0.58578,0.42741,0.44764,0.43939,0.42126,0.41376,0.43864,0.43472,0.42343,0.45225,0.47468,0.47463,0.5406,0.7668,0.43108,0.38486,0.36758,0.42577,0.39951,0.42405,0.40003,0.40814,0.37881,0.41268,0.10476,0.10032,0.10292,0.10368,0.10246,0.10072,0.10251,0.10176,0.10104,0.10544,0.10692,0.10469
3,0.51234,0.4755,0.47466,0.49466,0.49375,0.42986,0.4705,0.46855,0.45807,0.46607,0.47186,0.49938,0.51887,0.48547,0.48653,0.46249,0.47518,0.48246,0.48035,0.48332,0.48438,0.47007,0.49424,0.13277,0.46983,0.48767,0.46553,0.42057,0.4041,0.40567,0.41589,0.41075,0.42183,0.44071,0.48478,0.48808,0.49099,0.4739,0.4827,0.4953,0.46233,0.48119,0.49979,0.49775,0.48646,0.43289,0.43837,0.45713,0.42476,0.41424,0.43041,0.4102,0.41776,0.46008,0.44998,0.45456,0.48121,0.42975,0.41431,0.41837,0.63897,0.46533,0.49527,0.47847,0.47396,0.4811,0.51104,0.47554,0.46176,0.48717,0.50999,0.50826,0.59338,0.8201,0.48341,0.44852,0.42877,0.51707,0.46986,0.48771,0.43552,0.45151,0.4265,0.44768,0.10479,0.10044,0.10296,0.1038,0.10353,0.10207,0.10334,0.10185,0.10123,0.10549,0.10712,0.1048
4,0.54,0.50901,0.50837,0.5281,0.53232,0.46607,0.50959,0.50987,0.49794,0.50686,0.51302,0.53731,0.55272,0.51653,0.52657,0.50108,0.51884,0.5282,0.53038,0.53136,0.53145,0.51445,0.53253,0.13216,0.50476,0.51891,0.50173,0.45075,0.43718,0.44308,0.45161,0.44246,0.45317,0.47381,0.51904,0.52524,0.53358,0.51377,0.51812,0.52873,0.49899,0.51622,0.5373,0.53696,0.52424,0.47493,0.48008,0.50005,0.47178,0.4554,0.47198,0.45067,0.46037,0.50499,0.50419,0.50335,0.52979,0.47577,0.45286,0.45837,0.66863,0.51267,0.54346,0.51634,0.52224,0.52762,0.54682,0.51605,0.50785,0.53756,0.56207,0.55405,0.63023,0.84646,0.51639,0.47484,0.46485,0.54149,0.49867,0.51817,0.47178,0.50389,0.47731,0.49536,0.10471,0.10039,0.10286,0.10377,0.10351,0.10204,0.10323,0.10185,0.10113,0.1054,0.10676,0.10472
5,0.59161,0.55215,0.54602,0.56202,0.56315,0.50001,0.53909,0.53741,0.5247,0.53574,0.53827,0.56696,0.5965,0.55795,0.56525,0.53458,0.54857,0.55526,0.5542,0.55588,0.5587,0.54324,0.56071,0.13232,0.54711,0.56522,0.54336,0.49232,0.47549,0.4803,0.48867,0.47851,0.48987,0.5151,0.55573,0.56135,0.56534,0.55147,0.56376,0.57083,0.53873,0.5524,0.5694,0.57107,0.55957,0.5082,0.51311,0.53402,0.50267,0.48999,0.50264,0.48567,0.49435,0.53675,0.5375,0.53264,0.56312,0.50442,0.4868,0.49339,0.69921,0.53747,0.56757,0.54927,0.54963,0.54952,0.57384,0.55798,0.5505,0.57381,0.59155,0.58736,0.65862,0.87044,0.5501,0.51096,0.49501,0.56713,0.52722,0.54922,0.50454,0.53099,0.51013,0.52759,0.10476,0.10034,0.10281,0.10367,0.10334,0.10205,0.10315,0.10191,0.10118,0.10518,0.10708,0.1046
6,0.61742,0.58332,0.58146,0.59624,0.59403,0.53699,0.57125,0.57144,0.56339,0.57679,0.58322,0.60511,0.6207,0.58126,0.59474,0.5724,0.587,0.59749,0.59398,0.59111,0.59737,0.58853,0.60072,0.13267,0.57686,0.58965,0.57487,0.52442,0.50406,0.51123,0.52423,0.50844,0.52014,0.54829,0.59326,0.5993,0.58532,0.57464,0.58809,0.60197,0.57341,0.58798,0.6046,0.60941,0.6018,0.55392,0.55241,0.57909,0.53713,0.52136,0.53875,0.52507,0.53417,0.57141,0.57643,0.56947,0.60027,0.53899,0.51972,0.52703,0.72683,0.5719,0.60692,0.59197,0.59262,0.59556,0.6162,0.59615,0.58096,0.60972,0.62494,0.61889,0.69574,0.8946,0.5913,0.55091,0.53237,0.60308,0.56049,0.58303,0.53149,0.56779,0.55669,0.56111,0.10462,0.10031,0.10279,0.10371,0.10335,0.10207,0.10313,0.10188,0.10119,0.10531,0.10673,0.10465
7,0.65433,0.61843,0.6147,0.62408,0.62526,0.57591,0.60945,0.61074,0.60063,0.61264,0.61921,0.63868,0.6564,0.62451,0.63528,0.609,0.62674,0.63418,0.6343,0.63393,0.63632,0.62047,0.63491,0.13306,0.60963,0.62765,0.61206,0.55537,0.54669,0.55678,0.56728,0.54948,0.56047,0.58526,0.63024,0.63111,0.62726,0.6121,0.62057,0.63456,0.61017,0.62277,0.63723,0.64236,0.63476,0.5902,0.59715,0.61096,0.57147,0.55544,0.56821,0.55597,0.56401,0.60518,0.61215,0.60577,0.6408,0.5791,0.56224,0.56437,0.75339,0.60259,0.63634,0.61955,0.62375,0.62616,0.64331,0.6227,0.6154,0.63248,0.63731,0.65379,0.72384,0.91382,0.62829,0.58339,0.5672,0.63484,0.59041,0.61527,0.56644,0.60556,0.58814,0.59853,0.10466,0.10043,0.10224,0.10308,0.10369,0.10245,0.10259,0.10253,0.10165,0.10391,0.10825,0.10398
8,0.67488,0.63974,0.63722,0.64526,0.64863,0.60396,0.63674,0.63762,0.62986,0.64048,0.64523,0.66635,0.67977,0.64359,0.66221,0.64026,0.65579,0.66132,0.66243,0.66125,0.66405,0.65388,0.6654,0.1328,0.64163,0.65414,0.64126,0.57756,0.57274,0.58596,0.59902,0.58047,0.59468,0.62117,0.65968,0.66549,0.65275,0.63874,0.65584,0.66568,0.64461,0.65477,0.66717,0.66969,0.66352,0.62032,0.62608,0.64921,0.61396,0.58828,0.60112,0.59056,0.59779,0.63887,0.64666,0.6384,0.66537,0.60868,0.58992,0.60267,0.78719,0.62926,0.66648,0.65243,0.65685,0.66325,0.68321,0.66804,0.65307,0.67446,0.68008,0.68482,0.75427,0.93317,0.65572,0.61213,0.59712,0.6632,0.62664,0.65195,0.59787,0.63565,0.62003,0.63223,0.10455,0.10029,0.10274,0.10353,0.1032,0.10187,0.10299,0.10178,0.10108,0.10522,0.10657,0.10452
9,0.70562,0.67143,0.67039,0.67669,0.6774,0.63473,0.66548,0.66559,0.6607,0.67073,0.6756,0.69068,0.70951,0.67637,0.68707,0.66745,0.68331,0.69056,0.69079,0.68294,0.69002,0.67994,0.69157,0.13313,0.67399,0.68634,0.66891,0.60885,0.61051,0.62192,0.6351,0.6153,0.62465,0.65298,0.69089,0.68983,0.67742,0.66578,0.682,0.69488,0.68066,0.68809,0.69709,0.70004,0.69591,0.6606,0.66104,0.675,0.64577,0.62869,0.63656,0.63015,0.63865,0.67182,0.67966,0.67774,0.69693,0.63721,0.62612,0.62601,0.81961,0.65868,0.69416,0.6769,0.67971,0.6831,0.69736,0.68157,0.66392,0.68347,0.68961,0.70254,0.78403,0.95744,0.68465,0.64142,0.62612,0.6931,0.64878,0.67589,0.62478,0.66325,0.65259,0.65293,0.10452,0.10045,0.10218,0.10292,0.1035,0.10235,0.10247,0.10247,0.10159,0.10391,0.10801,0.10389
