,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0,0.40821,0.31334,0.26412,0.32555,0.28453,0.34506,0.3329,0.33299,0.32371,0.3048,0.35806,0.28757,0.31029,0.2998,0.26553,0.22352,0.25839,0.24262,0.24356,0.2936,0.26204,0.29971,0.31576,0.12557,0.29228,0.36367,0.24209,0.31845,0.25247,0.33452,0.27818,0.30953,0.34217,0.13188,0.13128,0.22,0.35523,0.32516,0.28889,0.34055,0.24944,0.23303,0.19616,0.13651,0.13241,0.13752,0.13521,0.12917,0.10556,0.1016,0.10448,0.10385,0.10301,0.10319,0.10597,0.10553,0.10347,0.10563,0.10903,0.10959,0.10763,0.1012,0.10311,0.10503,0.10374,0.10552,0.10342,0.10504,0.10543,0.10313,0.10577,0.10694,0.10176,0.10077,0.10302,0.10112,0.10267,0.10551,0.10237,0.10268,0.10477,0.10433,0.10677,0.10676,0.10134,0.10108,0.10657,0.10736,0.10446,0.10385,0.10346,0.10203,0.10568,0.10871,0.10717,0.10899
1,0.45259,0.36838,0.32925,0.38242,0.35135,0.39327,0.38629,0.38636,0.37963,0.36961,0.40447,0.35217,0.35372,0.35106,0.32425,0.28684,0.32309,0.31111,0.31115,0.34791,0.32482,0.35654,0.37188,0.12964,0.35513,0.40184,0.30561,0.37181,0.32074,0.38983,0.34362,0.36979,0.39428,0.13364,0.13328,0.2853,0.38573,0.37033,0.35034,0.39141,0.31755,0.30242,0.25017,0.13842,0.13445,0.13737,0.13463,0.13036,0.10523,0.10142,0.10425,0.10359,0.10281,0.10301,0.10551,0.1051,0.10323,0.10528,0.10883,0.10926,0.10732,0.10109,0.10302,0.10475,0.10349,0.1053,0.10324,0.10481,0.10502,0.10299,0.10551,0.10668,0.10169,0.10061,0.10276,0.10117,0.1024,0.10511,0.10221,0.10247,0.10451,0.10418,0.10635,0.1066,0.10123,0.10095,0.10639,0.10696,0.1043,0.10399,0.10342,0.10187,0.10535,0.10835,0.10697,0.10859
2,0.48933,0.40571,0.3765,0.41849,0.39607,0.42752,0.42636,0.42916,0.42164,0.41395,0.43908,0.39955,0.39006,0.38985,0.37283,0.33931,0.36914,0.35973,0.36044,0.39301,0.37441,0.39924,0.41215,0.12935,0.40065,0.44061,0.3594,0.41065,0.36872,0.42143,0.39038,0.41034,0.43461,0.13698,0.13806,0.33963,0.42251,0.4046,0.39104,0.42431,0.36362,0.3512,0.31369,0.13753,0.13491,0.14027,0.13681,0.13204,0.10492,0.10147,0.10421,0.10383,0.10244,0.10283,0.10532,0.10496,0.10301,0.10504,0.10865,0.10878,0.10729,0.10098,0.10285,0.10478,0.10329,0.10481,0.10306,0.10462,0.1049,0.10286,0.10543,0.10638,0.10174,0.10054,0.10272,0.10105,0.10232,0.10484,0.10214,0.10248,0.1046,0.10402,0.10593,0.10663,0.10119,0.10083,0.10629,0.10673,0.10394,0.10402,0.10341,0.10182,0.10523,0.10813,0.1065,0.10832
3,0.52793,0.44516,0.41624,0.4573,0.43534,0.468,0.46674,0.46433,0.45924,0.45548,0.48407,0.44057,0.4319,0.4288,0.41243,0.38031,0.4067,0.39824,0.39964,0.42581,0.41322,0.44235,0.45652,0.12981,0.43882,0.48013,0.3999,0.44787,0.40703,0.46382,0.43249,0.45215,0.47945,0.13849,0.13777,0.38666,0.45423,0.44034,0.42939,0.46215,0.40018,0.38776,0.3635,0.13767,0.13483,0.13963,0.13608,0.13394,0.10512,0.10133,0.10415,0.10331,0.1029,0.10296,0.10525,0.105,0.10326,0.10506,0.10862,0.10862,0.107,0.10106,0.10296,0.10449,0.10339,0.10537,0.10321,0.10467,0.10483,0.10293,0.10523,0.10639,0.10166,0.10058,0.1027,0.10112,0.10231,0.10433,0.10201,0.10237,0.10413,0.10391,0.10634,0.10616,0.10125,0.10107,0.10615,0.10673,0.10437,0.10402,0.10318,0.10179,0.10515,0.10782,0.10681,0.10844
4,0.56009,0.47857,0.44637,0.48747,0.46328,0.49524,0.49421,0.49291,0.49087,0.48362,0.51424,0.47283,0.45821,0.46092,0.4373,0.41299,0.44065,0.42987,0.4355,0.46797,0.45055,0.47532,0.48639,0.13134,0.46921,0.51184,0.43099,0.47892,0.43499,0.48984,0.45631,0.4755,0.50279,0.13704,0.1401,0.41999,0.48182,0.47212,0.46709,0.50465,0.44062,0.42471,0.40191,0.136,0.13485,0.13887,0.13724,0.13496,0.10491,0.10146,0.10412,0.10362,0.10247,0.10286,0.10514,0.10483,0.10297,0.10499,0.10842,0.10821,0.10716,0.101,0.10282,0.10454,0.10329,0.10488,0.10301,0.1045,0.10476,0.1028,0.10524,0.10615,0.10174,0.10054,0.10275,0.10114,0.10231,0.10443,0.10207,0.10234,0.10435,0.10379,0.10586,0.10634,0.10123,0.10098,0.10611,0.10655,0.10405,0.10408,0.10335,0.10178,0.10517,0.10787,0.1065,0.10821
5,0.59901,0.51847,0.48276,0.52608,0.50125,0.53271,0.5335,0.5344,0.53143,0.5235,0.55521,0.51261,0.49758,0.4988,0.4706,0.45218,0.48127,0.46621,0.47284,0.49834,0.48257,0.50865,0.52825,0.13408,0.50999,0.55787,0.47203,0.51937,0.47467,0.53049,0.49703,0.51506,0.54245,0.1354,0.14967,0.45573,0.52435,0.51745,0.51133,0.54841,0.48246,0.46494,0.44665,0.13679,0.13581,0.13973,0.13656,0.13427,0.10485,0.10141,0.10417,0.10375,0.10242,0.10277,0.10512,0.10472,0.10293,0.10495,0.1082,0.10798,0.10709,0.10098,0.10277,0.10458,0.10322,0.10484,0.10307,0.10456,0.10466,0.10269,0.10516,0.10613,0.10176,0.10057,0.10272,0.10115,0.1022,0.10438,0.10209,0.10225,0.10423,0.10377,0.1059,0.10631,0.10123,0.10091,0.10594,0.10631,0.10398,0.1041,0.10336,0.10177,0.10508,0.10776,0.10646,0.10809
6,0.64074,0.55884,0.52284,0.56479,0.53936,0.56988,0.57109,0.57221,0.57064,0.56011,0.58963,0.54542,0.53676,0.53594,0.50736,0.4894,0.51711,0.49876,0.50958,0.54402,0.5291,0.55619,0.56573,0.13588,0.54585,0.58811,0.50323,0.54903,0.50047,0.55963,0.53022,0.5507,0.57963,0.13688,0.18371,0.4939,0.55077,0.54354,0.54334,0.58199,0.51802,0.49861,0.47721,0.13602,0.13533,0.13967,0.13719,0.13388,0.10498,0.10133,0.10415,0.10341,0.1026,0.10293,0.1052,0.10481,0.1031,0.10492,0.10798,0.10787,0.10695,0.101,0.10293,0.10437,0.10328,0.10512,0.10314,0.10448,0.10467,0.10282,0.10491,0.1062,0.10166,0.10063,0.10267,0.10113,0.10231,0.10414,0.10203,0.10227,0.10405,0.10369,0.10611,0.10597,0.10122,0.10106,0.10588,0.10624,0.10412,0.10391,0.10322,0.10171,0.10508,0.10751,0.10667,0.10827
7,0.6634,0.58847,0.55475,0.59119,0.57231,0.59743,0.60371,0.60447,0.60534,0.59529,0.62754,0.58905,0.56768,0.56377,0.53731,0.52567,0.55644,0.54141,0.55389,0.58073,0.56229,0.58679,0.60351,0.15183,0.57171,0.61357,0.53636,0.58345,0.5376,0.59222,0.5632,0.58556,0.61189,0.13657,0.22494,0.5368,0.57675,0.57842,0.58149,0.61316,0.55178,0.53408,0.52108,0.13756,0.13692,0.13985,0.13675,0.1343,0.10508,0.10127,0.10412,0.10325,0.10263,0.10284,0.10516,0.10466,0.10302,0.10491,0.10766,0.1078,0.10434,0.10141,0.10365,0.1042,0.10366,0.10666,0.10365,0.10477,0.10421,0.10436,0.10472,0.10598,0.10183,0.1015,0.10213,0.10105,0.10254,0.10377,0.1023,0.10219,0.1025,0.10331,0.10658,0.105,0.1014,0.10152,0.10629,0.10618,0.10419,0.10432,0.10217,0.1015,0.10366,0.1057,0.10834,0.10836
8,0.69358,0.62057,0.58957,0.6223,0.59957,0.62479,0.63096,0.63125,0.63271,0.62168,0.65,0.60791,0.58757,0.59001,0.56736,0.55995,0.58343,0.5638,0.57566,0.60288,0.58844,0.611,0.62852,0.19033,0.60167,0.64049,0.57028,0.61187,0.56577,0.61645,0.58848,0.61342,0.64443,0.13432,0.27549,0.56419,0.59915,0.60283,0.61073,0.64353,0.58315,0.56309,0.54975,0.1348,0.13355,0.13732,0.13599,0.13172,0.10513,0.10126,0.10419,0.10322,0.10259,0.10285,0.10517,0.10464,0.10292,0.10489,0.10753,0.10764,0.10679,0.10099,0.10273,0.10426,0.10324,0.10494,0.10292,0.10415,0.10457,0.10254,0.10485,0.10604,0.10171,0.10056,0.10272,0.10107,0.10228,0.10404,0.10195,0.10217,0.10392,0.10348,0.10587,0.10594,0.10122,0.10097,0.10562,0.10613,0.10387,0.10368,0.10311,0.10164,0.10484,0.10748,0.1066,0.10818
9,0.71626,0.6457,0.61439,0.64904,0.63336,0.65543,0.66207,0.66127,0.66385,0.65683,0.6835,0.64365,0.61534,0.61736,0.59379,0.59292,0.61842,0.60031,0.61056,0.63503,0.61816,0.64588,0.66403,0.23304,0.62871,0.66707,0.60131,0.64138,0.59892,0.64984,0.62782,0.65032,0.67367,0.13578,0.34008,0.59857,0.62873,0.63407,0.64808,0.68025,0.62029,0.60368,0.58963,0.13733,0.13471,0.13909,0.13719,0.13379,0.10495,0.1013,0.10407,0.10328,0.10245,0.10275,0.105,0.10455,0.1029,0.10482,0.10738,0.10767,0.10675,0.10102,0.10274,0.10432,0.10318,0.10473,0.10291,0.10414,0.10453,0.1025,0.10481,0.10599,0.10164,0.10055,0.10266,0.10104,0.10213,0.10399,0.10189,0.10214,0.10391,0.10342,0.10581,0.10595,0.10115,0.10097,0.10572,0.10603,0.1038,0.10366,0.10315,0.10164,0.10475,0.10745,0.1065,0.10804
