od	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0.02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0.04	-4.922674418604657	-8.821131208728104	-4.886353663887675	-0.07698476343223604	-17.892796369824154	-21.864341085271313	-26.69767441860465	-20.881347887992405	16.307692307692307	-13.656007751937977	-11.987996999249809	0.0	-30.043128964059193	-25.164341085271317	-19.840531561461795	-31.753229974160206	-32.65767441860465	-18.461310782241014	-24.031007751937977	-29.92552251987047	-33.90355677154582	-36.46238030095759	-34.69767441860465	-14.349848331648118	8.0	-13.897674418604652	8.88460406240803	-18.243128964059196	-3.4871481028151763	-29.03100775193798	-25.003796867584235	-32.83100775193798	-21.83560545308741	-32.79444861215303	-25.245619624084092	6.179487179487179	-22.69767441860465	-33.33701868089973	14.999999999999972	-33.190825103536156	-23.19767441860465	-34.69767441860465	-32.75649794801642	5.2906976744186025	-28.189199842333466	-4.497674418604646	-21.650055370985598	-8.008785529715759	-0.4035567715458228	-20.29767441860465	-12.844015882019278	-29.51585623678647	16.22784810126582	-29.69767441860465	18.05263157894737	-29.12624584717608	-17.205137105171815	-25.36434108527132	-20.983388704318934	-22.23255813953488	13.75	87.64141414141413	6.666666666666657	87.30232558139535	8.075949367088608	-31.559743384121887	-23.722064662507087	-19.76434108527132	-29.37767441860465	-19.022439585730723	-23.187870497036016	2.4801033591731283	-15.238214959145182	-24.567239635995954	-25.69767441860465	-27.58656330749354	-23.582920320244	-25.897674418604645	-20.599848331648133	34.62499999999999	-33.15767441860464	-21.69767441860465	-14.457674418604647	-17.008019246190855	73.86363636363636	-13.411960132890357	8.472972972972975	-24.207108380868796	-18.15481727574751	-13.380601247872939	-31.83560545308741	-0.6024363233665468	-21.69767441860465	-8.097674418604647	-11.437400446001895	-14.099973269179365
0.06	-112.77357425183511	-100.72349169817524	-114.12140033879163	-113.21716258425118	-108.94458874458874	-92.85064935064933	-134.77018633540365	-97.75714285714281	-108.98968678380442	-105.03086325439267	-72.40257352941165	0.0	-156.58848614072488	-185.01098901098894	-92.76075731497411	-230.0032102728731	-202.59788359788354	-157.93609022556387	-125.11168831168828	-222.62276785714278	-222.7277310924369	-205.3756613756613	-232.93557422969178	-182.8753246753246	-105.47792207792207	-143.10565476190467	31.30479397146061	-184.33255269320836	-109.96027501909853	-211.28924162257488	-215.40401785714278	-176.64511986301352	-206.01098901098894	-223.30357142857136	-90.82792207792208	-122.3112554112554	-164.9757869249394	-231.72556390977434	-229.52927400468377	-235.85714285714278	-219.29192546583843	-233.88839285714278	-235.31168831168821	-198.25714285714278	-207.87276785714278	-116.93406593406587	-182.62637362637358	-120.49999999999991	-128.03571428571425	-183.8571428571428	-136.79156908665098	-210.5844155844155	-173.52380952380946	-236.44047619047612	-219.41269841269832	-223.5062656641603	-139.24175824175816	-206.53638814016165	-107.91398765169257	-138.93121693121685	-106.73545632449742	-212.45714285714277	-115.58496433144319	-223.70329670329662	-107.27792207792207	-207.48459507042236	-231.8899297423887	-221.63839285714278	-187.40886699507382	-144.57589285714278	-145.61471861471858	-90.89881760031012	-155.8571428571428	-187.7571428571428	-209.9079903147699	-217.14285714285705	-201.28571428571422	-172.03105590062106	-182.54285714285706	-159.45714285714277	-102.54060864508625	-174.95329670329662	-161.98214285714278	-147.85714285714278	-139.68322981366455	-136.97252747252742	-133.7662337662337	-91.77907150320942	-113.85714285714283	-159.26139817629172	-94.07792207792207	-128.54464285714278	-113.36150416747431	-152.42857142857136	-107.94688644688637	-182.85714285714278
0.08	-446.1567143257641	-407.6351626016261	-434.78617416231975	-283.000162601626	-169.8529227826216	-305.88201134112194	-443.3328898743534	-417.517305458769	-110.13073469122146	-218.73502293682157	-119.44092655104181	0.0	-528.2601626016261	-588.1934959349594	-334.24617658764015	-686.8510716925352	-613.3274702939339	-560.460162601626	-405.92682926829286	-660.8792102206737	-669.4120613358034	-634.5934959349595	-677.6945888311343	-533.3867464335019	-380.9773343187978	-373.99062542580714	-129.6736964362126	-621.7369067876726	-439.50822461712994	-654.969840020981	-566.7710930442636	-444.66259017519747	-649.0268292682928	-685.4997459349595	-125.83432528105197	-355.15948143265194	-530.1537796229027	-694.4075310226788	-683.7980413895049	-614.187516046213	-651.5061943476578	-696.6797430212065	-696.5909318323953	-628.1934959349594	-618.8349657512324	-481.0270798948592	-561.8763242177877	-404.0601626016261	-478.94349593495946	-607.8527551942187	-449.9891455338393	-648.8263390722143	-580.2921626016262	-648.6563887877684	-668.7714407971148	-669.9660449545672	-501.27711175416846	-576.2247967479673	-171.2183021365098	-464.84198078344434	-332.2601626016261	-630.7702297157201	-383.01822711775515	-666.2637655729075	-168.4491557223264	-488.26215306980635	-687.451943423544	-655.969840020981	-589.3028976443611	-527.587893694063	-510.54334844233404	-350.8253799929305	-520.4738378153013	-604.3066742295331	-648.6425155428026	-642.7358690090396	-628.1351626016261	-509.2559672314279	-488.436427443411	-539.8108872393072	-92.86005879416498	-576.5934959349595	-532.8108849022373	-511.7601626016261	-484.6696114205238	-468.1036408624957	-497.8256798430054	-338.71271734615163	-420.39777728052525	-501.26779618941237	-234.31830213650983	-427.5243135450224	-253.99988862902342	-510.5885208105813	-390.73186071483366	-481.0938443670149
0.1	-666.8261437908499	-573.5390747168085	-663.3605588204246	-421.6144743762053	-303.734106706062	-440.47099696856174	-618.088262056415	-605.8025477707008	-170.48849818392364	-353.6550067870942	-148.69553670058997	0.0	-769.4025477707007	-865.8136345929101	-489.2522832204361	-970.5160972173302	-919.0446530338587	-843.3532724083819	-614.2731360059948	-979.0360203340597	-1004.3881831298169	-948.9654870678254	-1007.4427916731398	-709.9268382352942	-579.4642019060391	-540.0401734887505	-148.52019482952403	-944.6085179199545	-674.0482620564151	-928.72239546421	-797.8278401436912	-605.1575447570334	-973.4746789182418	-1031.575275043428	-252.75473900576048	-437.9819976312674	-784.7675827357357	-1038.530808640266	-1020.6522887033433	-855.7705882352943	-970.2165605095543	-1038.6487016168546	-1041.3230957159062	-959.9816522483127	-933.6543996225527	-724.8922029431146	-842.8025477707008	-547.7078732144878	-709.0451948295243	-907.3489395232781	-613.4677713338858	-911.345122396785	-885.3561191992723	-910.5498090145151	-930.6649544324774	-952.6145372798803	-747.8025477707008	-766.574070822359	-321.4720038376463	-671.6543996225525	-461.05990071187716	-924.7549287230818	-528.3184713375798	-947.1080882352943	-251.9002178649239	-635.8054719562246	-1010.4202480992399	-976.5378418883479	-885.9222660805599	-797.7869227707008	-756.6966155673109	-531.8971423652954	-758.2640862322393	-911.0672536530537	-967.940272321599	-910.5610910285903	-949.0501205862348	-679.7343563512363	-665.0033071293035	-782.1358811040341	-91.4126126126126	-863.3704490052687	-723.1609108159394	-706.997860962567	-726.1053646721092	-692.3056152553634	-720.1693224125095	-463.54892458229506	-610.3677651620051	-742.2738853503187	-373.9942576152604	-636.0978497841236	-373.4308200220096	-761.2706328770837	-530.2258606541363	-644.3140664961638
0.12	-869.9187170214028	-774.5401879112939	-905.8947666072129	-580.608126515831	-478.14445675279194	-628.0541614541173	-839.3707013367516	-808.4948516050878	-265.48954656529986	-503.5315845350792	-196.992589161649	0.0	-1040.0794669897032	-1155.524870366814	-659.799556608822	-1289.5691757845566	-1249.8981150083512	-1148.1102362204724	-842.4175955278317	-1279.4046906187625	-1367.3900289665864	-1299.8770093834119	-1382.9554245049912	-879.6119555760275	-726.6470327572689	-694.7842324829015	-104.22523622047242	-1301.2115020432573	-941.5132212950994	-1232.247060096674	-1087.8277186085843	-814.1029175691169	-1341.3898972374216	-1405.9347976239812	-395.74118860142494	-558.4852615211566	-1041.8652031078896	-1417.4821370469188	-1396.4025439127802	-1131.5742308486474	-1328.1500372154974	-1420.3027048397194	-1418.9751010853372	-1331.9460571159948	-1295.1582362204724	-1016.8749421028253	-1137.2027472336883	-708.0711300752212	-945.0053411155774	-1238.670675780912	-809.9400239520958	-1196.026733629515	-1224.680184407001	-1194.6073787908056	-1237.2488935173133	-1260.966284821661	-1016.6587594272236	-1018.9880239520958	-458.6709056765394	-877.0045451635619	-552.1054285281649	-1272.7370304788456	-730.1102362204725	-1263.4527298344487	-324.82135728542926	-823.7710428200204	-1335.2555398756626	-1327.8959505061866	-1171.1551080153442	-1051.146599856836	-1006.6144735086081	-722.2734161367904	-1023.992589161649	-1245.452701973897	-1312.6749421028253	-1215.9710747995534	-1308.2536625152932	-899.2893339957639	-885.567855884869	-1063.5388076490437	-187.12128594422938	-1175.39545958817	-937.7827259388507	-858.9148532203885	-970.4203628027509	-931.1928449161246	-949.1976047904193	-560.7102362204724	-768.2284180386542	-1004.8197334271764	-507.9380507900087	-825.6742984618998	-528.1737282839645	-1041.9143599318127	-685.0490117306767	-807.5397480900267
0.14	-1091.137254901961	-1233.9236820476694	-1380.5407636738905	-974.3475177304961	-849.6139534883719	-1031.1666666666665	-1269.5593172520805	-1233.5897435897432	-583.260869565217	-839.1803278688519	-492.49541284403676	0.0	-1600.2142857142858	-1577.9018236665297	-1148.75	-1635.866068461283	-1732.8340420505551	-1753.656603773585	-1391.9247311827958	-1613.5025517056138	-1855.987254901961	-1872.1039215686276	-1841.1571553994734	-1012.3579756226816	-1071.8133555308916	-853.5816993464052	-452.34517766497447	-1798.1150326797388	-1435.4957627118642	-1573.444947209653	-1415.9877450980393	-1050.626706378754	-1861.8817425803009	-1907.961557036608	-847.3928571428569	-679.0539215686272	-1496.9473684210525	-1993.9236398784867	-1826.6450430639547	-1396.810544085184	-1915.3039215686276	-1920.512254901961	-1967.5731523378583	-1930.671442936149	-1890.5407636738908	-1593.4763231197771	-1681.669603524229	-917.2957248473158	-1425.2222222222222	-1811.6060606060607	-1009.6517476555839	-1487.173669467787	-1842.5449101796407	-1347.6723426212593	-1573.3865302642798	-1604.375350140056	-1517.7679324894514	-1295.5504004418672	-909.9708737864078	-1000.4289215686272	-806.9999999999998	-1895.7673267326732	-1119.3224400871459	-1626.9143510164804	-331.6610644257703	-1040.5416264866603	-1705.607843137255	-1816.6349074841205	-1696.5577889447234	-1538.1858311163662	-1431.2687653186276	-1176.75	-1361.7977865993025	-1630.0117867371669	-1707.0831093858865	-1547.337254901961	-1805.3510913799482	-1148.1372549019607	-1141.3039215686276	-1615.3291139240505	-500.9517241379308	-1550.2011178303098	-1138.8948306595366	-1016.022969187675	-1424.0246305418716	-1404.127659574468	-1196.9033004506152	-869.0285714285712	-1164.7499999999995	-1507.637254901961	-926.8421052631572	-1038.8999667663675	-899.7105263157891	-1594.625	-1121.842105263158	-930.1372549019607
0.16	-1562.8969521044996	-1520.3210702341141	-1936.9914027149325	-1288.2400000000007	-1313.68	-1501.3900000000006	-1333.288461538462	-1776.6021558059779	-998.9008695652183	-1274.0193103448282	-760.5668292682935	0.0	-2041.3542857142863	-2188.4992458521874	-1603.571034482759	-2194.6000000000004	-2231.512145748988	-2452.145604395605	-1904.8428093645489	-2123.9829059829062	-2486.4670329670334	-2513.929765886288	-2483.828784119107	-976.1634615384619	-1337.2657342657346	-1001.6975524475527	-674.4134615384619	-2436.456494325347	-2150.4565137614686	-1874.4884615384617	-1995.798926654741	-1392.4595141700408	-2519.814726129902	-2564.0038080731156	-1444.1303846153853	-517.5072115384619	-1969.5223529411771	-2674.2356446370536	-2480.481318681319	-1666.781704781705	-2584.3700027571	-2581.2240510581123	-2643.038461538462	-2596.399067599068	-2550.7778437778443	-2267.538461538462	-2225.3066666666673	-940.5810147299512	-1879.8242105263168	-2415.3279352226723	-1370.0384615384621	-1548.3076923076926	-2563.2184615384617	-1559.538461538462	-1977.1384615384618	-2001.615384615385	-1820.4581818181823	-1546.0678733031677	-1188.4448780487814	-926.2884615384614	-855.0940170940171	-2620.2288529975367	-1360.9022950819676	-2061.7051282051284	-311.82417582417656	-1250.7993311036792	-2029.3162393162393	-2470.515024038462	-2156.140000000001	-1950.1400000000003	-1950.185454545455	-1382.5246153846165	-1775.9733333333343	-2157.3031674208146	-2312.914699162224	-1929.7098901098905	-2439.471347444502	-1387.0051282051281	-1410.2384615384615	-2298.7511111111116	-802.0790020790023	-2110.760683760684	-1333.2737556561083	-1075.464387464388	-1677.0474074074084	-1913.1854545454555	-1683.538461538462	-1223.9733333333324	-1502.4400000000003	-2015.2051282051286	-1293.0400000000006	-1434.538461538462	-1199.3400000000008	-2252.35157629256	-1400.1617391304349	-881.558869701727
0.18	-2087.0	-1846.7484143763209	-2400.1866028708137	-1346.1115151515155	-1428.6118326118321	-1565.339920948617	-1586.9308510638289	-2220.8181818181815	-601.8607350096713	-1230.6802507836987	-915.8951048951049	0.0	-2016.44976076555	-2579.3896103896104	-1697.6931818181815	-2699.9558823529405	-2888.5166666666655	-2767.1038961038957	-2454.52972027972	-2543.788461538461	-3268.21923076923	-3334.334112149532	-3257.5022522522513	-1239.977272727272	-1705.7269230769223	-1247.2256097560967	-786.9797297297291	-3210.5576923076915	-2164.719416386083	-2307.649999999999	-2621.0326086956516	-1661.2499999999998	-3362.249999999999	-3410.5799492385777	-1639.6181818181817	-614.9166666666652	-2240.6246334310845	-3535.900154798761	-3241.3357142857135	-2089.068181818181	-3433.2571684587806	-3416.173076923076	-3500.6911764705874	-3448.8785714285705	-3390.9166666666656	-2919.6905222437135	-2593.1154791154795	-1206.9423076923072	-1916.818181818182	-3191.249999999999	-1649.0499999999993	-1796.749999999999	-3263.67972027972	-1858.4499999999991	-2456.249999999999	-2500.107142857142	-1938.9889135254987	-1886.805555555555	-1261.218181818182	-1100.678571428571	-887.2065217391296	-3325.656891495601	-1431.2299465240644	-2283.818181818181	-466.4166666666656	-1502.7661290322571	-2515.916666666666	-3307.257812499999	-2474.110864745011	-1920.575581395348	-2113.818181818182	-1263.2235872235865	-1806.6891495601171	-2578.8499999999995	-2823.249999999999	-2338.3525641025635	-3047.999999999999	-1676.442307692307	-1714.9299999999994	-2775.651515151515	-928.8499999999995	-2818.312499999999	-1676.8841463414628	-1391.1029411764703	-1892.0181818181818	-1942.331695331695	-2010.4423076923067	-1325.6277056277063	-1621.9848484848485	-1937.7272727272727	-1323.318181818182	-1601.1339712918657	-1248.3665689149557	-2129.5813397129186	-1478.484848484849	-1187.219696969696
