,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0,0.32772,0.32458,0.30124,0.3191,0.28908,0.28388,0.25826,0.30174,0.29639,0.2794,0.2829,0.336,0.16707,0.2748,0.25994,0.28044,0.29408,0.2842,0.28882,0.31149,0.30801,0.30268,0.32995,0.11775,0.28416,0.21754,0.23756,0.19901,0.2032,0.24026,0.25795,0.32221,0.31268,0.29413,0.31163,0.37253,0.32363,0.32134,0.31391,0.32942,0.33049,0.32384,0.361,0.30882,0.34531,0.30339,0.34913,0.35644,0.30518,0.32821,0.30303,0.31207,0.31107,0.31116,0.37746,0.29532,0.3301,0.24154,0.30984,0.34924,0.26212,0.2796,0.2589,0.2964,0.2867,0.27498,0.2435,0.25698,0.26981,0.28185,0.28924,0.28436,0.31683,0.31482,0.28857,0.27475,0.29113,0.2973,0.2308,0.26893,0.27969,0.1678,0.37803,0.22683,0.29259,0.30042,0.38497,0.2814,0.33181,0.29123,0.25993,0.37835,0.30815,0.14685,0.34718,0.81392
1,0.41035,0.40598,0.39139,0.39671,0.38381,0.37477,0.36487,0.39079,0.38796,0.37403,0.36932,0.39618,0.24052,0.37994,0.36108,0.37121,0.38473,0.37746,0.38895,0.39921,0.40534,0.39776,0.41148,0.1409,0.39455,0.31608,0.34541,0.29241,0.30438,0.34683,0.36857,0.4192,0.40953,0.39686,0.40596,0.45115,0.41862,0.41453,0.41084,0.41676,0.42376,0.41635,0.43425,0.40698,0.43275,0.39983,0.43559,0.43204,0.40941,0.42044,0.41171,0.40996,0.41354,0.41908,0.48112,0.40691,0.42523,0.34557,0.40316,0.42482,0.37114,0.38828,0.36794,0.40341,0.38567,0.38038,0.34806,0.36067,0.35868,0.36512,0.36387,0.36597,0.41404,0.41844,0.39971,0.38797,0.39613,0.3982,0.33487,0.37297,0.38026,0.24307,0.45039,0.31725,0.40993,0.41159,0.48439,0.38861,0.42765,0.39589,0.3631,0.46507,0.40842,0.2274,0.44844,0.89523
2,0.45562,0.44869,0.43807,0.44916,0.43486,0.42753,0.4236,0.43855,0.44055,0.44289,0.43092,0.43692,0.30695,0.4309,0.41795,0.42368,0.43755,0.43641,0.43641,0.44854,0.45081,0.4501,0.45836,0.14217,0.45281,0.39632,0.40553,0.36477,0.3688,0.40423,0.42423,0.44945,0.45623,0.44593,0.4499,0.4817,0.45885,0.4545,0.44818,0.44517,0.4584,0.44582,0.46374,0.4499,0.47406,0.45897,0.47212,0.46529,0.45656,0.4607,0.45603,0.44853,0.45207,0.44572,0.49996,0.43678,0.4592,0.41396,0.44896,0.46047,0.42021,0.43297,0.42702,0.45315,0.43897,0.43844,0.405,0.41529,0.42075,0.42326,0.42091,0.41184,0.45822,0.45392,0.43531,0.43322,0.4412,0.44295,0.40448,0.43161,0.43695,0.30969,0.51165,0.38512,0.45272,0.46376,0.53265,0.43793,0.47383,0.45652,0.42917,0.50751,0.483,0.28316,0.49926,0.92717
3,0.48527,0.48751,0.47047,0.47897,0.46874,0.46172,0.45758,0.47089,0.47648,0.4789,0.46737,0.47349,0.37023,0.46826,0.45915,0.45628,0.46875,0.4634,0.46604,0.47937,0.49229,0.49165,0.49893,0.14159,0.48865,0.44268,0.43957,0.40908,0.41201,0.43788,0.45639,0.47826,0.48723,0.48938,0.49514,0.53043,0.49781,0.49103,0.48151,0.47826,0.48684,0.47679,0.49498,0.47919,0.50766,0.50202,0.51934,0.51414,0.49787,0.49821,0.48912,0.4805,0.47945,0.47058,0.52724,0.46673,0.49135,0.46237,0.48813,0.49526,0.45815,0.47469,0.47181,0.49994,0.4706,0.47091,0.44385,0.45443,0.45748,0.46236,0.45804,0.44848,0.50031,0.49424,0.47594,0.47162,0.47394,0.47756,0.44688,0.47783,0.47451,0.37224,0.55361,0.43573,0.49655,0.50717,0.57661,0.47647,0.51301,0.49395,0.47465,0.55086,0.53235,0.36562,0.55737,0.96461
4,0.52443,0.52451,0.50802,0.51782,0.50594,0.50099,0.49623,0.50693,0.50889,0.51481,0.51051,0.51136,0.42781,0.50581,0.49636,0.49132,0.50484,0.49834,0.4988,0.5138,0.52705,0.53396,0.54482,0.14079,0.53573,0.47512,0.47453,0.44369,0.44842,0.47271,0.49433,0.51245,0.52378,0.52578,0.53846,0.56175,0.53311,0.52507,0.52053,0.51441,0.52435,0.51445,0.53071,0.51343,0.54416,0.53171,0.55798,0.55684,0.54106,0.5403,0.5134,0.50499,0.50512,0.50041,0.56169,0.50309,0.52423,0.50246,0.53878,0.54621,0.505,0.50846,0.50316,0.54917,0.50866,0.51636,0.48713,0.48726,0.50505,0.50052,0.50724,0.50187,0.54514,0.54379,0.51799,0.51192,0.51049,0.51741,0.49953,0.53205,0.51064,0.42615,0.59027,0.47345,0.52687,0.53981,0.61289,0.51864,0.5557,0.53656,0.52067,0.59715,0.58362,0.44106,0.59752,0.98539
5,0.55443,0.55564,0.54123,0.54784,0.53665,0.53231,0.52828,0.54168,0.5491,0.54709,0.55111,0.5483,0.46102,0.54017,0.53419,0.52511,0.54127,0.53208,0.52796,0.54875,0.56095,0.5713,0.57581,0.13834,0.56948,0.51253,0.51181,0.47485,0.47887,0.50613,0.5242,0.54593,0.54965,0.55555,0.56968,0.59495,0.56469,0.55626,0.55603,0.54891,0.56033,0.55137,0.56764,0.55016,0.57365,0.56533,0.58704,0.57937,0.57359,0.5661,0.54481,0.53236,0.53677,0.53163,0.59814,0.53924,0.55925,0.53873,0.56629,0.56768,0.53292,0.54429,0.53495,0.58598,0.54547,0.55684,0.51899,0.52847,0.54069,0.54342,0.53944,0.5276,0.57913,0.57516,0.55203,0.54856,0.53799,0.54743,0.54824,0.57295,0.55269,0.45703,0.63207,0.50979,0.56016,0.57839,0.6481,0.55734,0.59339,0.57507,0.5578,0.62903,0.62278,0.50344,0.64077,1.0156
6,0.58162,0.58343,0.56883,0.57668,0.56879,0.56788,0.5527,0.57256,0.58053,0.57266,0.58592,0.58837,0.49455,0.56552,0.56027,0.55088,0.5686,0.56254,0.55976,0.57907,0.59066,0.60459,0.61247,0.13861,0.6025,0.53764,0.54281,0.50587,0.51561,0.53938,0.56129,0.58278,0.5849,0.58604,0.60877,0.62982,0.59038,0.58695,0.5896,0.58472,0.59384,0.58555,0.60648,0.58481,0.60736,0.60265,0.62451,0.62354,0.6065,0.59373,0.57607,0.56618,0.56503,0.56339,0.63251,0.56956,0.58717,0.58041,0.61263,0.61638,0.56599,0.57487,0.57223,0.62902,0.5796,0.59527,0.5474,0.55618,0.57753,0.58416,0.58409,0.57842,0.60828,0.60906,0.58392,0.58076,0.56819,0.58219,0.59412,0.61342,0.59275,0.5029,0.66573,0.54557,0.59799,0.61468,0.68166,0.59632,0.62994,0.61291,0.59429,0.65859,0.65813,0.55404,0.67592,1.0305
7,0.62145,0.61342,0.60388,0.60739,0.59927,0.60221,0.58656,0.60731,0.61549,0.60475,0.61989,0.61952,0.52673,0.59905,0.59325,0.58799,0.60557,0.60286,0.59319,0.61449,0.62418,0.63781,0.64839,0.13828,0.63401,0.57467,0.57953,0.54363,0.55035,0.57594,0.59805,0.61672,0.62133,0.62173,0.64264,0.65985,0.61188,0.61157,0.62091,0.61695,0.6315,0.62665,0.64549,0.6269,0.64479,0.63555,0.65817,0.65264,0.63282,0.61826,0.60747,0.59858,0.59869,0.601,0.67711,0.60971,0.62544,0.60767,0.64006,0.63954,0.59368,0.60319,0.60264,0.65958,0.60818,0.64523,0.58379,0.59165,0.61145,0.63081,0.60942,0.59921,0.64283,0.63916,0.61241,0.60867,0.59263,0.60694,0.63746,0.65371,0.62205,0.53145,0.69644,0.58141,0.6325,0.64896,0.71413,0.63123,0.66047,0.64958,0.62915,0.68577,0.6944,0.60354,0.71283,1.0547
8,0.65053,0.65091,0.6399,0.64517,0.63773,0.63993,0.62289,0.64147,0.64787,0.63719,0.65155,0.65222,0.56319,0.63339,0.62513,0.62381,0.63785,0.64516,0.6327,0.6514,0.66024,0.67201,0.68045,0.13657,0.66872,0.61549,0.62156,0.5927,0.59205,0.61874,0.64278,0.6625,0.66481,0.65832,0.67477,0.69437,0.64859,0.65641,0.66832,0.66173,0.67753,0.66865,0.688,0.66302,0.68831,0.67774,0.69739,0.6901,0.66545,0.6622,0.65692,0.64648,0.64598,0.64742,0.7215,0.65486,0.67097,0.64847,0.67601,0.67369,0.62191,0.633,0.639,0.67655,0.63294,0.67915,0.60778,0.61423,0.62962,0.63038,0.62481,0.63857,0.66794,0.6693,0.64335,0.63544,0.62356,0.63633,0.67429,0.68666,0.64561,0.56323,0.71706,0.61861,0.65573,0.66546,0.73573,0.65745,0.68275,0.67037,0.6555,0.70484,0.71987,0.63618,0.72638,1.0597
9,0.68492,0.68443,0.67235,0.67746,0.67154,0.67201,0.66428,0.67866,0.68407,0.67826,0.68629,0.68288,0.5989,0.67415,0.66188,0.66366,0.67542,0.68372,0.67316,0.69711,0.70601,0.705,0.71759,0.13874,0.69449,0.65515,0.6668,0.6413,0.63208,0.65858,0.68283,0.70337,0.70816,0.69901,0.70737,0.72588,0.68375,0.69538,0.70875,0.70117,0.71734,0.70687,0.72635,0.70698,0.73435,0.72145,0.73105,0.72534,0.70012,0.70091,0.69359,0.68088,0.68347,0.68141,0.74924,0.6943,0.71095,0.6831,0.7112,0.70961,0.65548,0.66716,0.67756,0.68493,0.66634,0.69978,0.64619,0.65187,0.65844,0.65828,0.64962,0.67439,0.70074,0.69716,0.677,0.66502,0.65038,0.65872,0.70524,0.71672,0.67776,0.60224,0.74878,0.65076,0.6895,0.70032,0.76571,0.69269,0.71307,0.69911,0.68673,0.73269,0.75236,0.68372,0.76263,1.0801
