,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
0,118.0,49.0,54.0,70.0,151.0,72.0,50.0,72.0,67.0,80.0,79.0,42.0,59.0,63.0,60.0,60.0,81.0,73.0,74.0,66.0,72.0,52.0,73.0,49.0,77.0,66.0,65.0,64.0,67.0,69.0,62.0,83.0,77.0,84.0,80.0,50.0,68.0,59.0,77.0,66.0,81.0,105.0,59.0,85.0,76.0,56.0,71.0,50.0,68.0,64.0,81.0,74.0,81.0,80.0,40.0,69.0,67.0,74.0,65.0,67.0,68.0,58.0,60.0,54.0,62.0,49.0,57.0,60.0,82.0,50.0,61.0,43.0,85.0,54.0,59.0,63.0,83.0,60.0,68.0,80.0,67.0,47.0,62.0,53.0,86.0,62.0,53.0,52.0,60.0,58.0,52.0,68.0,60.0,44.0,61.0,79.0
1,106.0,48.0,59.0,65.0,166.0,75.0,63.0,72.0,66.0,102.0,98.0,45.0,74.0,59.0,61.0,59.0,103.0,103.0,95.0,72.0,78.0,62.0,76.0,47.0,97.0,65.0,68.0,68.0,74.0,79.0,65.0,80.0,68.0,91.0,94.0,55.0,73.0,62.0,78.0,59.0,72.0,134.0,54.0,83.0,70.0,53.0,67.0,49.0,64.0,68.0,89.0,82.0,85.0,88.0,38.0,70.0,63.0,87.0,59.0,54.0,73.0,61.0,78.0,57.0,55.0,54.0,63.0,67.0,110.0,57.0,65.0,51.0,106.0,49.0,63.0,75.0,101.0,63.0,86.0,103.0,68.0,53.0,61.0,54.0,96.0,56.0,54.0,52.0,58.0,58.0,54.0,70.0,60.0,48.0,61.0,88.0
2,153.0,57.0,65.0,63.0,178.0,75.0,69.0,71.0,61.0,104.0,99.0,45.0,89.0,67.0,77.0,60.0,128.0,118.0,127.0,67.0,70.0,64.0,80.0,47.0,115.0,81.0,87.0,80.0,84.0,97.0,71.0,91.0,78.0,112.0,141.0,68.0,68.0,61.0,84.0,64.0,85.0,178.0,50.0,76.0,75.0,49.0,70.0,55.0,71.0,69.0,88.0,86.0,78.0,85.0,38.0,68.0,65.0,102.0,57.0,66.0,82.0,62.0,86.0,59.0,58.0,57.0,65.0,67.0,107.0,65.0,63.0,51.0,146.0,56.0,64.0,82.0,109.0,65.0,100.0,119.0,71.0,55.0,65.0,61.0,111.0,56.0,56.0,52.0,63.0,62.0,59.0,85.0,66.0,51.0,60.0,95.0
3,182.0,71.0,66.0,63.0,206.0,81.0,73.0,80.0,70.0,127.0,119.0,47.0,101.0,63.0,84.0,63.0,157.0,140.0,179.0,73.0,77.0,64.0,90.0,50.0,133.0,97.0,94.0,93.0,99.0,115.0,73.0,96.0,80.0,115.0,181.0,78.0,79.0,65.0,88.0,63.0,92.0,242.0,57.0,88.0,89.0,57.0,86.0,58.0,78.0,79.0,108.0,93.0,91.0,103.0,41.0,75.0,72.0,134.0,70.0,68.0,90.0,66.0,89.0,54.0,58.0,59.0,68.0,79.0,143.0,77.0,63.0,58.0,168.0,58.0,66.0,86.0,124.0,70.0,104.0,118.0,77.0,57.0,68.0,69.0,120.0,49.0,53.0,52.0,64.0,61.0,58.0,86.0,68.0,55.0,67.0,102.0
4,204.0,81.0,72.0,69.0,204.0,81.0,76.0,83.0,70.0,133.0,117.0,52.0,113.0,70.0,89.0,67.0,152.0,134.0,215.0,75.0,78.0,67.0,88.0,50.0,138.0,107.0,94.0,104.0,107.0,111.0,77.0,106.0,86.0,134.0,216.0,82.0,72.0,64.0,104.0,62.0,92.0,276.0,60.0,95.0,95.0,57.0,92.0,58.0,77.0,75.0,98.0,99.0,98.0,122.0,47.0,85.0,79.0,162.0,76.0,73.0,95.0,65.0,104.0,62.0,59.0,61.0,74.0,88.0,171.0,84.0,68.0,66.0,204.0,62.0,61.0,90.0,147.0,81.0,112.0,140.0,76.0,61.0,72.0,72.0,130.0,53.0,55.0,56.0,68.0,65.0,60.0,89.0,61.0,57.0,64.0,108.0
5,191.0,80.0,71.0,61.0,216.0,83.0,76.0,84.0,70.0,131.0,119.0,56.0,124.0,69.0,81.0,59.0,165.0,141.0,249.0,78.0,82.0,67.0,98.0,51.0,164.0,124.0,99.0,99.0,97.0,108.0,71.0,99.0,81.0,121.0,239.0,90.0,77.0,72.0,128.0,65.0,87.0,270.0,55.0,90.0,91.0,59.0,95.0,62.0,80.0,86.0,122.0,116.0,99.0,119.0,50.0,78.0,77.0,172.0,70.0,76.0,96.0,68.0,112.0,63.0,62.0,59.0,70.0,86.0,176.0,87.0,61.0,67.0,213.0,60.0,67.0,97.0,140.0,77.0,104.0,133.0,76.0,62.0,73.0,72.0,119.0,47.0,57.0,57.0,73.0,61.0,54.0,91.0,68.0,63.0,69.0,114.0
6,217.0,94.0,76.0,66.0,226.0,85.0,71.0,86.0,70.0,137.0,129.0,55.0,130.0,80.0,101.0,71.0,180.0,149.0,270.0,74.0,80.0,63.0,96.0,51.0,155.0,123.0,115.0,120.0,116.0,118.0,75.0,101.0,88.0,150.0,252.0,92.0,74.0,64.0,119.0,63.0,94.0,291.0,57.0,86.0,95.0,58.0,103.0,60.0,77.0,72.0,109.0,109.0,102.0,131.0,56.0,81.0,75.0,185.0,77.0,80.0,86.0,57.0,90.0,58.0,59.0,58.0,71.0,89.0,184.0,87.0,71.0,70.0,186.0,58.0,60.0,88.0,158.0,91.0,108.0,142.0,86.0,71.0,79.0,77.0,130.0,48.0,59.0,57.0,78.0,70.0,60.0,97.0,66.0,63.0,70.0,123.0
7,208.0,96.0,77.0,66.0,233.0,82.0,69.0,86.0,67.0,128.0,120.0,55.0,125.0,75.0,97.0,69.0,194.0,152.0,290.0,74.0,82.0,65.0,101.0,52.0,165.0,125.0,117.0,121.0,116.0,121.0,76.0,104.0,84.0,142.0,264.0,97.0,78.0,68.0,138.0,66.0,101.0,327.0,58.0,91.0,100.0,61.0,109.0,63.0,81.0,80.0,118.0,117.0,101.0,126.0,60.0,81.0,81.0,200.0,76.0,81.0,91.0,63.0,106.0,62.0,60.0,56.0,71.0,89.0,179.0,84.0,64.0,65.0,216.0,64.0,65.0,101.0,164.0,87.0,109.0,123.0,75.0,69.0,73.0,71.0,128.0,46.0,60.0,62.0,84.0,63.0,53.0,95.0,63.0,65.0,67.0,130.0
8,202.0,93.0,80.0,65.0,236.0,85.0,72.0,93.0,71.0,135.0,127.0,56.0,134.0,73.0,95.0,67.0,189.0,154.0,312.0,78.0,86.0,66.0,104.0,52.0,192.0,136.0,121.0,111.0,111.0,122.0,79.0,110.0,86.0,147.0,290.0,99.0,85.0,73.0,139.0,65.0,100.0,322.0,58.0,92.0,107.0,61.0,109.0,65.0,86.0,85.0,132.0,125.0,107.0,132.0,65.0,86.0,83.0,186.0,76.0,86.0,91.0,62.0,116.0,65.0,63.0,57.0,72.0,95.0,181.0,86.0,63.0,67.0,214.0,62.0,67.0,95.0,167.0,97.0,108.0,146.0,84.0,76.0,78.0,75.0,129.0,46.0,62.0,61.0,89.0,70.0,58.0,107.0,70.0,71.0,70.0,135.0
9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
